dist_roads,DEM,TWI,plan_curvature,profil_curvature,Slope,Geology,LandCover,LS
300,1186.199951,10.9081316,0.000180037,2.05E-05,9.101802826,1,11,0
55.90169907,1495.099976,11.49584007,-0.000431194,-0.001071038,23.38066292,11,21,0
35.35533905,668.5,12.26359367,0,0.000159961,1.689967752,1,41,0
25,1307.800049,7.646781921,0.001940168,-0.004940105,30.83697891,1,41,0
375,1209.099976,15.3145752,0,-0.000319922,0.975658715,2,21,0
0,1272.199951,11.36707783,-0.001126319,-0.001126124,9.846067429,2,41,0
50,637.9000244,14.00903416,-0.001327357,0.000912487,2.536203384,1,41,0
50,488.2999878,10.46458244,-0.002808001,-0.004087932,15.92349339,1,21,1
55.90169907,558.5,8.272666931,-0.002632004,-7.19E-05,25.58963966,1,31,1
1256.234497,2348.800049,9.17976284,-0.102710333,0.054249434,58.17274475,2,51,0
111.8033981,524.7000122,10.47075176,0.000356268,-0.000283771,3.043255806,1,21,0
35.35533905,474.3999939,11.18265438,0.000119989,-0.000199982,0.996406913,1,21,0
292.6174927,502.7999878,7.506722927,0.003651301,0.00669134,9.741902351,24,41,0
25,486.2999878,10.42501354,3.27E-06,-0.000156646,6.351216316,9,31,0
150,579.2999878,11.88453007,-0.000128661,0.00035132,1.974910498,1,21,0
180.2775574,942.9000244,12.43104553,-0.004044104,0.002355701,12.52213764,1,41,0
50,772.2999878,12.95076656,-0.000407059,0.000233078,4.497298241,1,21,0
25,611.0999756,7.564553261,0.002476009,-0.003123796,9.204146385,1,21,1
0,573.2999878,7.156802177,0.003221536,-0.010858346,25.97678375,24,11,1
425,682,7.995533466,0.001406494,-0.000993506,6.011347294,24,21,0
35.35533905,450.5,9.597761154,-0.000320014,-0.000480024,1.215249658,9,21,0
55.90169907,1591.699951,8.008683205,0.000715734,0.000555968,22.57346916,1,21,1
25,712.5,7.708893299,-0.006479444,0.009520459,29.29426765,2,41,0
25,425.5,9.016191483,0.000274331,0.000114322,4.340118408,1,11,0
55.90169907,622.7999878,8.033312798,0.007117375,-0.003922664,5.79002142,1,15,1
246.2214508,480.1000061,7.433204174,0.003249689,-0.012270331,10.46923447,24,41,1
25,712.7000122,9.116549492,0.000269842,0.001549822,7.817571163,24,41,0
522.0153198,1503.099976,10.36732864,0.001103955,-0.001135889,12.19839478,1,62,1
35.35533905,581,8.439998627,0.004600735,-0.002759226,15.11338329,10,31,1
158.1138763,530.7000122,6.575062752,0.014819336,-0.011420802,41.0798378,1,41,1
886.0022583,1345.199951,11.07734871,-0.001218341,0.003421893,29.68546677,11,41,0
55.90169907,683.7999878,10.035429,-0.001366678,0.0039134,19.59805107,1,15,1
213.6000977,515.2000122,7.653516293,0.001986467,6.64E-05,8.432457924,2,41,0
25,1081.199951,9.789855003,0.005367297,-0.00135243,21.06316566,7,21,1
880.6957397,1247.5,9.757428169,-0.000559961,0.001359961,14.20649433,11,41,0
50,643.0999756,9.661517143,-0.001183561,0.007296615,15.57012081,1,11,1
471.6990662,525.5999756,8.10111618,-0.000568977,-0.000728743,10.73065186,1,41,0
100,423.1000061,7.61903429,0.002853623,-0.001786416,8.723819733,1,21,0
725,1314.699951,11.75880146,-0.000589505,0.002130808,8.615963936,2,41,0
134.6291199,1032.800049,8.876184464,0.004292221,0.000292026,27.64570808,1,41,1
25,581.9000244,11.40411568,3.94E-06,-0.005596356,13.32952785,1,31,1
302.0761414,1008.299988,8.917049408,0.001260829,-0.000819152,9.5148592,1,41,0
176.7767029,654.0999756,6.57277441,0.010937159,-0.033702781,23.59871483,24,41,1
313.249115,1306.599976,7.933790684,-0.00570306,-0.009382942,53.35250473,7,41,0
25,533,8.583921432,-0.005408668,0.011071215,25.06738663,24,41,1
355.3167725,1170.199951,10.30920219,-0.001601714,0.000318404,14.03329945,24,62,1
25,717,6.464718342,0.009058082,0.001218141,25.95281029,11,21,1
160.0781097,690.5,11.33663273,0,-0.00112002,4.688137054,1,41,0
230.4886169,1361.699951,7.1654706,0.012226522,0.000866952,25.78174019,7,41,1
0,1288.900024,10.91956806,0.000597536,-4.27E-05,19.90140533,24,21,1
862.0469971,1148.400024,13.27712822,-0.038440261,0.022199388,30.49573708,24,41,0
50,445,9.269062996,-0.004659283,0.005420746,27.94318581,2,31,1
292.6174927,747.9000244,6.483088493,0.005295486,-0.005584592,25.54098701,1,11,1
35.35533905,1241.199951,7.722017765,0.002513458,-0.000686347,15.47539997,24,15,1
50,726.9000244,7.653320313,0.002748675,0.00162846,16.51775742,24,21,1
55.90169907,1052.699951,12.68339729,-0.000509941,0.004450411,11.40077496,2,21,1
125,1184.699951,6.86822319,0.017847567,-0.005671965,18.00993919,1,21,1
336.3406067,633.7000122,10.46231365,-0.001323804,0.000756177,10.13280106,11,21,0
475,1495.099976,9.397457123,-0.001260016,-0.001259821,8.839112282,2,41,0
35.35533905,1264.5,9.586700439,-0.003404854,-0.00036501,7.33339262,1,11,1
301.039856,729.7000122,12.09443665,-0.00031421,0.000485693,6.775113106,24,21,0
35.35533905,576.9000244,11.72192287,0.000863123,-9.71E-05,3.192948818,1,21,0
70.7106781,600.0999756,6.790100574,0.012323821,-0.017116023,19.36803055,24,21,1
79.05693817,737,7.004664421,0.010810587,-0.001509335,29.56598663,24,21,1
25,527.5999756,9.739560127,-0.000163959,0.007196197,10.43069935,24,11,1
269.2582397,1133.900024,8.597741127,0.002148871,-0.001851519,24.76486397,1,41,1
270.4163513,1406.900024,7.969157696,0.003796338,-0.002443897,23.3873806,1,41,1
35.35533905,425,13.79593945,0.000157551,-2.46E-06,0.876380324,9,15,0
357.9455261,723.2999878,14.2644434,-0.066696143,0.047383933,39.05876923,2,41,0
395.2846985,1360.300049,8.535159111,-1.95E-05,-0.003379899,3.512921095,7,21,1
200,578,11.24252892,-0.000214855,0.000425185,6.077950954,1,21,0
0,442.1000061,9.247441292,-1.32E-05,0.002066761,10.24150848,11,31,1
369.120575,692.7000122,8.847454071,-0.036856706,0.012903255,41.93840027,2,41,1
25,524,8.960404396,0.001510803,-0.003609314,17.79642105,9,31,1
150,474.2999878,14.47375202,-0.000187016,-2.69E-05,1.112350106,9,21,0
25,455.5,7.572841644,0.009079157,-0.001640814,9.129458427,1,11,1
145.7738037,434.6000061,9.82390213,-0.000278742,-0.002678742,3.871837854,1,41,0
325,1276.900024,8.080674171,0.00148264,0.000522484,21.14849281,1,41,1
100,1150.400024,10.31737804,-0.00048945,-9.57E-06,21.43125725,24,21,1
70.7106781,554.5,7.706653118,0.002254912,-0.002704951,15.70327377,1,41,1
35.35533905,450.2000122,8.076451302,-0.000627034,0.000812907,10.99216366,1,11,1
35.35533905,733.4000244,7.531063557,0.002848008,0.005727891,18.52679253,24,15,1
276.1340332,435.3999939,15.34070778,0,0,0.202582687,9,21,0
70.7106781,598.0999756,7.556215763,0.000838679,-0.010041203,18.09695625,1,15,1
223.6067963,426.3999939,7.432033062,0.002884901,0.00048495,10.48122692,1,21,1
380.7886658,445.7000122,12.2103157,0.00017699,0.000976892,2.494572401,1,21,0
0,1328,9.801976204,-0.000830934,0.001248948,20.83129501,24,21,1
25,560.4000244,7.457578659,0.001280078,-0.017760059,10.22251606,10,41,1
125,486.8999939,6.52985239,0.019174557,-0.020665433,24.51402283,24,41,1
25,437.8999939,10.49699783,-0.000200012,0.000440027,0.494522721,1,11,0
0,464.2000122,8.305762291,0.002191785,0.000431678,4.415479183,24,21,0
100,486,9.000501633,0.001572059,-0.001787951,13.02264214,1,31,0
450.6939087,805.4000244,8.452059746,0.000624028,-0.002896089,3.816449881,24,41,0
230.4886169,563.0999756,8.727697372,1.16E-05,-0.001268176,11.4503479,1,41,1
25,481.3999939,11.74667168,0,0.00112002,2.266544819,1,11,1
190.3943329,822.0999756,8.509130478,0.001581025,-0.000178838,3.605315685,24,41,0
158.1138763,497.2000122,9.039444923,-0.002544231,0.00337574,20.34233093,24,41,1
25,455.3999939,9.273633957,0.001008747,0.003888776,16.34867477,24,41,1
75,531.5999756,7.251768112,-0.004016422,-0.009456364,23.89763641,1,41,1
125,1258,13.24015617,-0.004412889,0.002467189,8.966263771,1,31,1
111.8033981,421.2000122,15.42666531,4.88E-08,-4.88E-08,1.015179396,9,21,0
55.90169907,471.1000061,7.07602644,0.004113989,0.00043396,14.79454899,24,11,1
50,519.2000122,7.250714779,0.008844163,0.002924143,12.50453091,24,15,1
70.7106781,721.9000244,8.233430862,0.001624721,0.004344643,18.36821747,7,21,1
125,452.2000122,15.65566158,-0.000144942,1.50E-05,1.438391447,9,21,0
515.3881836,1184.099976,11.29157829,-0.002051844,2.84E-05,2.233033895,2,41,0
340.0367737,813.0999756,9.530418396,1.42E-06,-0.000158444,10.28877926,1,21,0
340.0367737,596.7999878,12.88078499,-3.40E-05,-3.39E-05,2.36966753,1,21,0
0,511.1000061,9.838074684,0.000609589,-0.00067044,3.817515135,24,21,1
70.7106781,403.3999939,14.85493851,-0.00016001,0.00016001,1.342220902,9,21,0
75,883.5,8.621795654,0.002548178,-0.002091763,34.04050064,11,41,1
25,596.2999878,10.39096546,-0.000612998,0.00226708,16.06125832,24,31,1
50,837.7000122,8.264755249,0.004678054,-0.015641966,38.81693649,2,41,0
388.1043701,505.2999878,11.41549873,-0.001875286,-0.005235199,6.680393696,24,41,0
50,458.6000061,7.451334953,0.000511048,0.006110999,10.28518009,1,31,1
0,1122.199951,9.765045166,0.001556621,-0.001963105,10.17377949,11,21,1
0,498.8999939,8.200719833,-2.27E-05,-0.003862627,4.902261257,1,21,1
141.4213562,717.0999756,10.51651573,0.000777909,-0.001141915,10.54866219,1,21,0
111.8033981,696.4000244,10.10224533,-0.000280454,-0.000120688,4.394754887,24,21,0
0,570.5999756,15.11960697,0.000133446,-0.002426417,3.223541498,1,11,1
25,1432.800049,6.663585186,-0.021019781,0.044259906,57.9270134,24,41,1
175,484.6000061,9.889406204,-1.97E-05,-0.000659682,1.815330386,1,21,0
371.6517334,971.0999756,9.455028534,0.000882516,-0.002957328,16.36302757,24,41,0
200,374.7999878,11.26614857,0.000319922,4.88E-08,0.229169652,9,31,0
436.6062317,1403.400024,7.590547085,0.001350018,0.001190057,17.52417755,2,41,0
201.5564423,1154.400024,9.362667084,-0.001572145,0.000507738,28.22294426,1,41,0
0,778.4000244,10.6165657,-0.022758677,0.030681167,40.11252213,11,41,1
125,825.7999878,10.65075493,-0.000629867,-0.000309848,2.542655468,1,21,0
0,443.5,8.694077492,0.000472785,0.000312775,5.979227543,24,41,1
25,511.2000122,9.831897736,0.00368394,-0.010556148,20.26783371,24,31,1
491.1720581,1292,9.65645504,0.000421039,-0.000538922,9.092090607,2,31,0
265.7536316,518,6.49400568,0.000561872,0.006481891,25.29847717,2,41,1
325,1120,9.343337059,0.002055911,0.000776029,6.245409489,1,41,0
25,1159.5,7.006935596,0.015064337,-0.015335662,15.80163288,2,41,1
75,421.8999939,14.4995718,-0.000204802,0.001875228,0.487848312,1,21,0
425.7346497,1115.099976,8.979359627,-0.002558991,-0.001278913,13.29111671,2,41,0
282.8427124,603.7000122,8.053665161,0.007870272,-0.002529728,5.674143791,11,21,1
70.7106781,1697.5,7.567273617,0.005093189,-0.005786889,17.91072083,1,41,0
111.8033981,473.2999878,10.29216385,-0.001563628,0.002116402,13.11882496,2,31,0
25,600.5999756,7.651394367,-0.000157612,0.006722564,8.450113297,1,21,0
55.90169907,1138.5,10.09394646,0.000695425,0.001975308,14.48370361,1,41,1
0,374.2999878,12.95781422,1.35E-05,-0.000146507,3.961987972,9,15,0
0,419,7.37865448,0.003993543,-0.010086437,11.04213524,10,41,1
145.7738037,664.7000122,7.822241306,0.002626181,-0.000733878,7.137964249,1,41,0
25,1023.299988,10.63511276,-0.005070759,0.011249357,24.27876282,7,41,1
25,607.5999756,8.890097618,0.00302703,-0.001772774,2.464887619,1,21,0
103.0776443,1088.5,7.495487213,0.001144297,0.001784336,9.849831581,1,21,0
167.7050934,775.7999878,7.838247299,0.001914688,-0.010885214,7.025764465,7,41,0
55.90169907,1734.5,9.94907856,0.004563432,0.00184351,15.04139328,1,31,1
55.90169907,438.2999878,7.879320621,-0.001032864,-0.009352785,6.745697975,10,41,1
25,1043.900024,7.921797752,-0.005084831,0.01171517,24.39201164,24,21,1
195.2562408,1144,10.12810802,0.002130457,-0.007149426,29.8632412,1,41,0
25,595.2000122,8.262979507,0.001653955,0.010293896,17.86786842,24,41,1
25,518.2999878,18.54517555,-0.000736438,-0.000256458,2.084668398,1,21,0
158.1138763,614.9000244,9.298688889,0.001446121,-0.000794016,12.8911171,1,41,1
0,800,9.114011765,0.008269352,0.001389469,22.43739128,1,15,0
782.6237793,1805.400024,5.89469099,-0.012761813,-0.015162009,40.71758652,7,41,0
0,1126.900024,7.511357784,0.006529635,-0.001950444,9.697713852,1,21,1
145.7738037,1119.300049,10.68540859,-0.004111222,-0.002991495,22.5211792,11,21,1
279.5084839,779.2999878,9.147668839,0.000438166,0.002998224,7.580862522,1,41,0
150,1292.800049,15.13895702,-0.013449931,0.000469796,10.06729794,1,21,1
0,996.7000122,8.436528206,-0.001883025,-0.003003142,15.16350842,1,21,1
201.5564423,554.2000122,10.53641796,0.000304767,0.000464728,4.743331432,1,15,0
79.05693817,379.3999939,9.869020462,0.000334192,0.002894201,19.58636284,9,15,1
371.6517334,1296.5,8.934292793,0.001776367,-0.00334375,18.23643112,1,21,1
477.6243286,758.0999756,9.767747879,-0.003592271,-0.000552037,34.21950912,2,41,1
55.90169907,549.2000122,7.528742313,0.002060737,-0.002739361,18.56690025,24,31,1
125,1302.599976,8.25748539,-0.00533123,0.011148849,32.9553299,11,41,0
246.2214508,790.2999878,7.896995544,0.001279242,-0.000800641,6.628577709,24,41,0
25,515.4000244,10.70647621,0.000320117,-9.77E-08,4.801587105,1,21,0
347.3110962,1308.199951,8.156508446,0.008358528,0.002438606,5.122709751,2,41,0
195.2562408,1302.400024,9.540882111,0.000558369,0.001678095,28.3210907,1,21,0
152.0690613,639.5,7.182435513,0.010239862,-0.021920002,25.40305901,24,21,1
25,581.5999756,10.79439831,-0.000197907,-0.001157771,6.582542896,1,11,1
90.13877869,548.5,6.637388706,0.009974641,-0.002985418,22.27044106,2,31,1
0,1164.5,10.73752785,0.000289274,-0.004030843,11.50703621,1,21,1
247.487381,1269.699951,7.365424156,0.006066893,-0.002092677,21.5781002,1,41,0
552.2680664,662.4000244,8.689508438,-0.000101292,0.005178688,17.5184288,1,41,0
0,681.2000122,7.028294563,0.004147291,-0.004012768,28.98846817,11,41,1
575.5432129,1323.699951,9.936120033,-0.002993214,-0.000592823,6.898705959,2,41,0
390.5124817,684.2999878,11.62756252,0.00011781,-0.000362073,1.596197963,1,41,0
35.35533905,758.9000244,9.316213608,0.000151118,-0.000809136,6.415712357,1,21,0
1257.229126,2356.199951,8.428034782,0.002321999,0.004882546,34.3451767,24,21,0
0,477.1000061,9.028660774,-0.000271747,0.000528204,8.525620461,1,15,0
50,1598.400024,10.87434864,-0.012055018,0.009544786,15.22911835,1,21,0
125,658.7000122,9.662833214,0.000300083,-1.99E-05,11.24207878,2,41,0
127.4754868,1691.099976,8.441311836,-0.006554882,-0.000634765,22.02708435,1,41,0
206.1552887,891.5999756,10.25927258,0.000963166,0.000323322,3.758095026,24,41,0
1892.253906,1771.300049,8.170220375,0.002261771,-0.019498385,35.27621841,24,31,0
450,378.7000122,15.32662964,0,-4.88E-08,0.22916092,9,21,0
364.0054932,423.7999878,8.492408752,0.001372141,-0.00054783,3.665946484,1,21,0
160.0781097,555.0999756,8.969634056,0.002013035,-0.002626809,2.276638508,24,21,1
134.6291199,733.2000122,7.898931503,0.003233788,-0.001086329,6.615870476,24,41,0
25,1089.300049,10.47925568,-0.000285493,0.002114116,18.46210289,1,41,1
860.9587402,1348.099976,9.053431511,0.00082907,-0.00077093,4.1820364,2,41,0
50,466.8999939,7.445096016,0.000617333,-0.003702638,10.34815979,24,15,1
35.35533905,1173.599976,8.315282822,0.00190854,-0.005611187,24.65121269,1,15,1
25,559,9.684610367,-0.006360303,0.000199659,19.29397774,1,21,1
127.4754868,1040.300049,8.04599762,0.007218228,-0.001741928,21.8256073,2,41,1
55.90169907,1074.599976,11.738904,0.002015661,9.57E-05,11.82749557,24,21,1
313.249115,482.2999878,8.700685501,0.00119285,-8.70E-05,2.978065968,24,21,0
0,1076.300049,9.367892265,-0.001491919,0.007787963,28.09836578,1,21,1
25,485.2000122,10.40513039,0.000308124,-0.001291974,10.71568298,24,21,1
333.5415955,528.2999878,9.337114334,0.004180108,-0.000619696,9.379421234,24,21,0
25,718.7000122,8.473342896,0.003463958,-0.011736139,33.14617538,7,41,1
0,851.0999756,7.406001568,-0.000209211,0.001390886,20.79474258,24,41,1
480.234314,561.5999756,8.118920326,-0.001130125,0.008789992,29.18285751,11,41,0
0,691,9.484418869,0.00254676,-0.009453241,20.81422615,24,21,1
125,590,6.787353516,0.004292927,-0.025307074,19.41732597,24,21,1
0,592.4000244,6.82635498,0.007074658,-0.011325537,18.72729111,24,31,1
0,815.5,7.731024742,-0.000511383,-0.000191364,15.34320259,1,21,1
55.90169907,645.2000122,6.892951965,0.004542132,0.004382073,17.5974884,24,41,1
50,602.9000244,11.2691412,3.90E-05,3.88E-05,1.370654464,1,41,0
125,699.5999756,10.8113327,0.000776609,0.001736765,3.606692314,1,21,0
213.6000977,520.5,8.824204445,9.25E-05,-0.017347497,15.42282104,24,21,1
0,1268.099976,13.86162567,-0.003109721,0.001530513,11.20821476,24,11,1
50,715.2999878,6.770451069,0.007941838,-0.000698103,19.72297478,24,11,1
25,478.2000122,9.208805084,-0.001028494,-0.003108572,14.05737209,24,41,1
25,1021.700012,11.09499645,-0.001438295,0.007841588,7.570255756,2,15,1
25,716.7999878,8.577654839,0.007627513,-0.001652467,19.44353485,24,41,1
25,412.5,8.714550972,-5.60E-05,-0.000376008,2.937130451,1,11,0
355.3167725,615.5,10.45860863,-0.000244255,0.000555648,3.080362797,2,41,0
254.9509735,1159.800049,6.927055359,0.008615832,-0.02690448,17.04220009,2,21,0
340.0367737,663.9000244,7.415996552,0.001724961,-0.001955312,10.64682198,1,21,1
25,698.0999756,7.72949791,0.003671926,0.00063218,15.3655405,1,21,1
175,632.0999756,8.956998825,0.001555642,-0.00164426,2.305556774,24,41,1
79.05693817,740.2000122,9.827677727,6.82E-05,-0.001371897,1.93083322,1,21,0
0,854,9.639814377,-0.000232054,0.002327907,18.02675819,24,15,1
0,875.4000244,8.630774498,0.005968246,-0.000431851,29.15778542,1,41,1
1800,1920,5.959991932,0.009386234,0.007786234,38.87791824,2,51,0
25,477.7999878,9.566264153,-0.004413697,0.001666332,19.30404472,1,15,1
75,1081.300049,6.110078335,0.018202971,-0.027717144,34.75656509,2,21,1
127.4754868,1153.699951,7.818344116,0.00269381,-0.0013058,7.165548325,1,41,0
390.5124817,1406.099976,11.27857494,-0.002725566,0.003514473,26.46188545,1,21,1
269.2582397,612.9000244,8.509762764,0.002254442,-0.000465675,7.177813053,9,41,0
304.1381226,611.0999756,10.66281509,-0.000191465,-0.000191367,5.845226765,1,21,0
0,1694.599976,9.757816315,-0.006259173,0.004620905,18.02305603,24,41,1
125,768.0999756,7.515561581,0.00217218,0.007772375,18.79605293,1,31,0
0,573.5999756,7.006309509,0.002567098,-0.011192765,15.81104183,24,41,1
25,497.3999939,10.81721973,0,0,5.013537407,1,15,0
25,476,9.671043396,-0.003021533,0.002418506,17.50682831,1,15,1
0,501,11.17175961,0.000374322,0.001974322,4.023068428,1,11,0
25,1098.300049,9.895153999,0.002249323,-0.000311028,23.80591393,36,21,0
134.6291199,477.2000122,10.10704136,0.00048483,-0.000155257,0.730348051,9,21,0
831.0385132,1911.599976,7.102815151,0.000178001,-0.001421804,27.21487617,24,41,0
25,531,9.229923248,0.001334018,0.002614096,26.11966324,1,31,1
25,975.7999878,15.20197392,-0.013157961,-0.002118019,29.49031258,2,41,1
167.7050934,1328,9.924351692,-0.000796368,-0.002236407,23.19418526,1,11,1
141.4213562,686.7000122,10.69070911,-1.64E-05,-1.65E-05,3.256054401,1,41,0
150,479.7999878,9.229710579,-0.008664069,0.007336029,23.22519302,24,41,1
79.05693817,1253.099976,12.13289833,2.47E-05,-0.000455384,7.281179905,1,21,1
100,795.7999878,9.825492859,-0.000917673,-0.003797653,16.91312981,1,41,1
625,782.7999878,10.44180775,-0.021414578,0.00914548,41.7926445,2,41,0
0,767.7999878,10.56378937,-0.00020101,-0.001960971,21.18304062,1,15,1
50,451.5,6.643616676,0.002765201,0.001005191,22.14557648,1,15,1
25,560.7000122,10.79227924,-0.000243304,-0.00408344,9.482884407,1,21,1
25,630.5999756,9.534355164,0.000129357,-0.000350429,7.722851753,1,15,1
215.058136,442.7000122,9.173114777,9.11E-05,0.005211014,21.26774216,24,41,1
304.1381226,558.5999756,7.246612549,0.009682038,-0.005677727,12.55430889,1,41,1
35.35533905,440.7999878,13.39074612,5.12E-05,0.000211259,0.492856234,9,21,0
25,767.0999756,8.53922081,0.001099129,-0.000500675,6.971534729,1,21,1
640.312439,1782.900024,6.990213394,0.003155613,-0.002444583,29.92264938,24,31,0
300,685.9000244,7.895477772,0.003498606,-0.015061648,24.96412277,24,41,1
50,1361.800049,7.382643223,-0.000809585,-0.002730093,21.2428112,24,21,1
50,1004.299988,9.945349693,-0.000891003,-0.001690905,22.76180458,7,11,1
0,530.7999878,9.11422348,-0.000452196,2.78E-05,18.98518753,1,11,1
546.0082397,1269.099976,8.501315117,0.001639331,-0.001560474,3.633529663,2,41,0
336.3406067,1378,7.750805378,2.61E-05,-0.001893819,28.28085327,1,31,0
357.9455261,1096.400024,7.693248749,0.001660408,-0.003299553,29.67831993,7,41,0
158.1138763,430.7000122,14.07034683,0.000844761,4.47E-05,2.025272846,1,41,0
79.05693817,680.5999756,6.961844921,0.010287942,-0.01563198,16.49166489,1,41,1
412.3105774,599.5999756,9.262810707,-0.003960357,0.008519819,13.34545326,1,41,0
212.1320343,1148.900024,10.7833519,-0.006356572,0.000843037,24.40595436,24,11,1
75,617.2999878,10.49784184,0.000835266,-0.002524598,12.63805008,1,21,1
150,1217.199951,11.04293346,-0.000769712,0.004670522,18.26322556,1,41,1
25,828.7000122,8.298870087,-0.001314334,-0.003554373,17.27605247,1,21,1
25,544.5999756,6.437536716,-0.006787152,0.003293023,26.57076073,24,11,1
141.4213562,722.4000244,11.66583157,-0.000259888,0.000219995,6.123244286,24,21,0
265.7536316,607.7999878,9.896561623,-2.44E-08,-0.000319946,3.601229668,24,21,0
25,808.5999756,15.58778191,-0.003647813,0.000832265,2.663720846,1,21,0
100,1081.300049,10.90215588,0.000459133,-2.13E-05,16.66295242,1,11,1
141.4213562,1070,9.36559391,-0.002585751,-0.000345907,36.84065628,7,41,0
125,734.2000122,14.35111618,-3.82E-05,0.000121772,3.308101654,9,21,0
485.4122009,829.5,7.840015411,0.005551871,0.00411193,36.43278503,11,41,1
141.4213562,374,16.18979073,0,0,0,9,41,0
106.0660172,1175.199951,7.892341137,0.002665879,0.002826231,25.03295898,1,21,1
134.6291199,809.7000122,8.982536316,0.000358501,-0.000441596,4.488072872,1,21,0
465.026886,1724,6.018995285,0.005021026,-0.000899092,37.23720932,7,41,1
25,999.2000122,7.761781693,0.005411378,-0.000348681,14.89944744,9,21,1
313.249115,1392.300049,6.460391998,-0.005671001,-0.002951275,26.05047798,24,41,0
375.8323975,1566.599976,8.503639221,-0.005215495,-0.0132153,48.75318909,7,41,0
35.35533905,1674.699951,7.01458931,0.008426002,-0.002933764,15.68710995,1,11,1
100,617.0999756,7.735616207,0.013861775,-0.006778068,7.776282787,1,21,1
425,824.0999756,10.29838371,-0.002273155,-0.004832921,31.40857124,1,41,0
160.0781097,1472.300049,6.701243877,0.018765661,-0.003954652,21.01648903,1,41,0
403.8873596,1254.099976,7.730737686,-0.00918578,0.016254258,47.67062378,2,41,1
50,1238.099976,7.834867954,0.002215423,-0.006264265,13.8914566,1,11,1
167.7050934,461.7000122,9.00908947,0.005452018,0.00625192,17.00061989,11,31,1
175,1152.300049,9.923126221,-0.00054049,-0.002460803,24.68585777,24,21,1
0,803.2000122,7.133978844,0.003857428,-0.010062591,13.99518776,2,11,1
190.3943329,487.7000122,8.368850708,-0.003546583,0.009573339,45.42563629,2,41,1
145.7738037,697.9000244,11.72639465,-0.000213822,-5.41E-05,2.024065256,1,21,0
125,564.7999878,9.989638329,-4.81E-06,0.001435422,21.87052536,1,21,1
100,1381.599976,14.29120827,0.002860129,-0.005299832,22.77665329,1,21,1
50,741.7999878,7.422219753,-0.005747203,-0.001427086,20.48819733,24,15,1
35.35533905,762.2000122,11.24540234,-0.00087823,-0.000878328,6.060640812,1,11,1
145.7738037,1491.800049,7.741980076,0.009651749,-0.005708603,28.49233818,24,41,1
125,421.2000122,14.7556448,0.000140342,-1.98E-05,0.978985071,1,31,0
75,533,11.39511204,0.000590462,-4.95E-05,4.823195457,24,21,0
195.2562408,527.0999756,8.011408806,0.009723134,-0.004356749,5.917343616,11,31,0
90.13877869,966.0999756,8.38349247,-0.000929022,0.001151154,29.74993706,2,41,1
450.6939087,1661.699951,6.518384457,0.013515666,-0.00648414,24.76301384,7,41,1
100,602.7999878,8.793042183,0.00181353,-0.000906392,2.71575284,1,11,0
50,1460.699951,11.73842716,-0.000193659,0.000766693,9.903616905,1,11,1
25,894.4000244,11.77000713,-0.000680818,-4.10E-05,6.889793396,2,21,0
25,383,7.80864954,-0.000426287,-0.000586296,7.234614372,1,11,0
0,1445.400024,6.974930286,0.008478565,-0.006721631,30.30268288,1,41,1
333.5415955,694.7999878,15.99063206,6.39E-05,0.000384033,0.874534369,1,21,0
55.90169907,461.8999939,11.03289604,-0.00027387,0.000366169,2.313732862,1,41,0
50,615.2000122,11.15983772,-0.000145196,-0.000305255,2.038151741,1,21,0
25,583.2000122,9.94698143,0.000155638,-4.32E-06,3.424592733,1,21,1
535.0233765,1038.699951,13.46015167,0.000999879,0.000680153,2.348876953,9,62,0
0,678.5,7.554964066,0.01060555,-0.001554411,9.29128933,11,41,1
948.6832886,1182.199951,8.228672981,-0.002434914,-3.47E-05,18.44991112,2,41,0
395.2846985,521,10.91090107,0.00171499,-0.00148501,7.797579765,1,41,0
275,1588.400024,9.241359711,0.001791397,-0.000128915,19.97913361,24,21,0
0,482,7.738332272,0.006553291,-0.002086748,7.755447865,9,11,1
25,510.1000061,7.204789639,0.004451816,-0.018908243,13.07244205,1,41,1
79.05693817,639.4000244,9.359303474,-9.98E-05,-0.004099986,9.177124023,1,41,0
25,445.3999939,8.110569954,0.009054128,-0.014305785,5.362154484,1,31,1
0,838.5999756,14.85277271,-0.000393938,-0.000233782,1.332444549,1,21,0
50,730.5999756,8.440990448,-0.000715189,-0.007274954,7.682914257,1,41,1
55.90169907,565.2000122,11.02332687,0.001920068,-0.002240088,0.292153895,1,21,0
190.3943329,836.7000122,8.504659653,0.001426022,0.000465866,7.21415472,1,21,0
100,561.5999756,6.117562771,0.004281505,0.000761779,54.02148819,2,11,1
0,1438.099976,10.34623241,-0.006729759,0.013110476,26.64710236,11,21,1
25,1411.800049,10.89504623,-0.001955156,0.000444454,16.77518272,1,11,1
35.35533905,462.7000122,9.425357819,0.000304343,-1.57E-05,5.757044792,24,21,0
50,400.1000061,9.340273857,0.001682392,-0.002477667,3.141598225,9,11,0
55.90169907,568,7.535690784,0.01818771,-0.008052232,9.468859673,1,41,0
970.8244019,1298.099976,9.281369209,0.003531127,-0.0039886,24.97296333,2,21,0
0,1276.300049,9.594322205,-0.001312661,0.001726988,23.06086159,36,15,1
0,652.0999756,10.89387035,-0.000483482,0.000476674,3.983989477,1,41,1
50,1444,7.749189377,0.005498321,-0.004741718,15.07970333,1,21,0
675,1235.800049,8.819417,-0.005190262,0.014649386,29.00394249,2,41,0
