dist_roads,DEM,TWI,plan_curvature,profil_curvature,Slope,Geology,LandCover,LS
134.6291199,473.7000122,12.68237114,-0.001183955,0.000575957,2.777992725,1,21,0
25,660.5999756,7.722451687,-0.000106077,-0.00506594,7.878045559,1,21,1
1028.651978,1403.199951,6.500544071,0.012332777,0.004493129,43.20357895,11,41,0
111.8033981,1206.400024,8.336261749,0.001118477,-0.004001836,36.83275223,7,41,0
0,753.5,11.5635891,-0.002240039,0.000159961,1.701589108,24,21,0
200,668.7999878,13.06497383,0,9.77E-08,1.289273381,1,21,0
55.90169907,415.2000122,8.629574776,-0.000798291,-0.008798389,18.52853584,1,41,1
450.6939087,1623.199951,9.737143517,-0.002102137,0.000138292,20.25749207,11,21,0
1035.012085,1658.300049,14.50156879,-0.020101476,0.006778213,12.73371601,1,41,0
25,527,14.07603741,0,-0.000160059,0.689904988,1,21,0
75,530.7999878,7.47058773,0.004791081,-0.00496888,10.09312248,1,41,1
25,1079.5,6.278601646,-0.000424173,0.024535787,49.54164886,24,41,1
50,757.0999756,8.557056427,0.001451353,-0.024788394,25.66319466,1,21,1
35.35533905,1263.599976,13.36409378,-4.10E-06,-4.10E-06,9.090452194,24,11,1
190.3943329,511.1000061,7.289871216,2.58E-05,-0.007174208,12.03863716,24,41,0
1796.698364,2450,8.845087051,-0.039243345,0.020276575,51.58123016,7,51,0
55.90169907,773.7999878,7.843353271,0.003070583,-0.01548928,6.990336895,24,11,1
79.05693817,485.2000122,9.771651268,0.000352031,-0.005248018,17.79113007,24,11,1
0,711.2000122,6.836483955,-0.003924749,0.014955134,33.86933136,24,41,1
0,1126.300049,8.562161446,0.002911125,0.00131093,19.72387695,1,41,1
25,468.1000061,12.30240917,-0.000298049,-0.010058059,13.40895462,10,51,1
291.5476074,407.7999878,16.0367012,0.000230552,-8.94E-05,0.668149412,9,21,0
25,970.2999878,10.17677689,0.002351711,-0.00020825,14.65779686,1,21,1
436.6062317,845.9000244,6.727192879,0.004846666,-0.000913393,36.82261658,1,41,0
781.4249878,850.7999878,6.653320789,-0.002699594,0.016980485,38.87282944,36,41,0
141.4213562,559.2000122,15.0991993,-0.000107361,5.26E-05,1.398458362,1,21,0
50,1357.199951,7.722914219,0.004751719,-0.008848085,28.95271492,1,41,0
235.8495331,502,7.213970661,-0.001141619,-0.004021648,12.95702267,24,21,1
0,622.7999878,7.728602409,-0.001309454,0.000290644,7.830337524,10,21,1
35.35533905,698.2000122,8.863559723,0.00071216,-0.002807859,2.531090975,1,21,1
111.8033981,1391.199951,10.3158884,0.001488492,-0.001071274,9.398371696,1,62,0
167.7050934,499.7999878,8.718255997,-0.001702811,0.000537228,11.55606079,24,21,1
626.9968262,1512.800049,8.789940834,-0.000641822,-0.00176233,10.77605057,2,41,0
270.4163513,532.2999878,8.713459015,0.006378288,-0.002261556,31.64834404,2,41,1
125,832.4000244,9.968331337,0.001468979,-0.004451138,11.58631706,1,41,1
90.13877869,505.5,12.31141853,-0.001304113,-0.000184044,4.663072586,1,31,0
25,482.7999878,7.007234097,0.000165421,-0.00383453,15.79715824,24,15,1
282.8427124,1135.5,6.936779976,0.000624556,0.003664399,31.26371002,2,21,1
0,398.7000122,7.194223404,0.007030613,-0.004489455,13.20646477,9,11,0
752.0804443,1378.300049,8.709264755,0.001738523,-0.00098179,5.889745235,2,41,0
145.7738037,665,9.186404228,-0.001119141,0.000640918,10.87117767,1,41,0
0,676.9000244,13.62882137,0.000109263,0.000109067,3.878574133,1,11,0
167.7050934,443.6000061,16.63682556,-8.62E-05,7.38E-05,0.407155186,9,21,0
531.5072632,1188,8.803835869,-0.001803897,0.007476376,25.13846016,7,41,1
0,1367.900024,9.838078499,-0.000734246,-0.000254559,16.71347237,1,41,1
25,456.2999878,9.180614471,0.000198283,-0.000441659,14.44270229,11,41,1
0,838.7999878,10.436656,-0.000485705,-0.000645666,3.148596764,1,21,1
275,1237.199951,7.766394138,0.001888113,-0.003871848,27.90978622,7,21,0
75,725,8.775791168,0.00214491,-0.002655188,2.762938261,1,21,0
230.4886169,774.7000122,7.896245003,0.000603813,-0.005316304,6.633508682,1,51,0
0,571.5999756,8.211126328,0.0032,-0.021279883,26.9895134,24,41,1
145.7738037,892.0999756,11.18417549,0.002575953,-0.001743969,9.368049622,11,21,1
548.2927856,680.7999878,10.63959122,-3.88E-05,-3.87E-05,2.571160316,1,21,0
90.13877869,778.7000122,9.25998497,0.000504849,-0.000935092,6.783428192,1,21,0
55.90169907,438.1000061,8.474058151,0.00025663,0.004096621,33.1274147,1,41,1
150,1000.799988,9.390542984,0.00425392,-0.001186022,17.38912773,1,41,0
25,518.7999878,8.311185837,-0.000793054,0.000327064,17.07696915,24,11,1
25,1398.900024,6.479781628,0.004308888,0.004468654,25.61476707,7,41,1
738.6643066,803.0999756,8.663556099,0.000205317,-0.00379439,12.18686104,9,41,0
35.35533905,463.3999939,8.487856865,0.004827931,-0.000291991,3.682625771,24,11,1
246.2214508,594.7999878,14.02659798,8.98E-06,0.000169139,0.869819403,1,21,0
883.5298462,1249.599976,8.548542023,-0.001332392,-0.001332196,31.20466805,2,41,0
206.1552887,1688.800049,8.500500679,-0.005999213,0.004720319,37.33111954,11,41,0
75,589.2999878,8.05098629,0.001427104,-0.004012837,5.689263821,24,21,1
226.3846283,670.4000244,11.82031727,3.21E-05,3.19E-05,0.52666527,1,21,1
152.0690613,787.2000122,9.788379669,0.00024573,-0.001034348,26.14593506,1,41,0
251.2468872,526.2999878,7.288405895,0.00080035,-0.002079533,23.1297226,1,41,0
152.0690613,1174.300049,6.724380493,0.00262996,-0.003770235,20.57649422,2,21,1
50,1134.5,9.474734306,0.002948081,-0.006651919,18.565485,24,21,1
75,1249.599976,9.675481796,0.000567855,0.000887972,8.923510551,1,21,1
302.0761414,933.9000244,9.705052376,0.001680087,0.006000009,29.75477219,2,41,1
90.13877869,510,8.413807869,0.006925414,-0.022674587,15.49541283,24,21,1
471.6990662,1541.199951,10.74169731,0.001407244,0.002687517,29.58165741,24,41,0
0,443.5,8.694077492,0.000472785,0.000312775,5.979227543,24,41,1
480.234314,1462.099976,9.058862686,0.003199543,-0.008320379,23.57389069,1,62,0
25,565.0999756,10.35368729,-0.001163855,-4.37E-05,9.055633545,1,21,0
25,410.7999878,6.936161995,0.002494964,-0.011424958,16.89653778,1,51,1
90.13877869,1264.5,7.329528809,0.002367376,0.000287493,11.58344841,1,41,1
25,1254.099976,9.608277321,0.001162427,-0.000597339,9.532793999,1,21,1
0,587,9.255792618,-0.000458751,0.005941249,13.43605042,24,31,1
103.0776443,512.7999878,7.124501228,0.005802215,-0.002997687,14.12314892,24,21,1
103.0776443,1058.800049,7.064274311,0.006041744,-0.007078569,14.96164227,24,21,1
225,937.2000122,8.377898216,-0.004039885,-0.003080022,35.69507599,11,41,1
2395.438477,2049.199951,8.319436073,0.000233357,0.003433748,31.35626984,1,21,0
0,1459.099976,7.823671341,-0.001376875,-0.009696797,45.01205826,2,41,1
55.90169907,718,9.112157822,0.001871834,-0.000688225,1.974484086,1,21,0
100,904.4000244,9.839235306,0.000660304,0.000980128,26.55927658,2,41,0
25,1320,7.581400394,0.003164412,-0.000835393,9.052947998,1,11,1
25,373,10.91174603,3.20E-05,-0.000448018,0.326640338,9,41,0
25,1287.300049,11.40788269,9.34E-05,-0.000547027,17.34936142,1,41,1
103.0776443,1300.099976,10.48684502,-0.001975391,0.002984765,19.2274704,1,51,1
0,800.5999756,7.2006917,0.005074642,-0.010125163,13.12427235,1,15,1
25,673.4000244,9.155385971,0.001977872,-0.001382284,21.61335564,24,41,0
50,502.8999939,11.84735394,-0.001168931,-0.002608872,12.36392307,11,41,1
728.0109863,1217.199951,7.562644005,-0.00120184,0.000398355,9.221434593,2,41,0
215.058136,935.2999878,11.66444397,-0.000752154,0.001167963,10.94428253,1,21,0
103.0776443,536.2999878,8.750660896,-0.000559562,-0.001199503,11.19705009,24,15,1
111.8033981,622.5999756,14.04622459,-0.000376035,0.002504043,0.568634868,9,21,0
25,562.2000122,6.901859283,-0.004224269,-0.013344483,17.45095062,1,41,1
212.1320343,1117.300049,7.751927376,0.002886392,-0.000953842,7.651974678,2,41,0
25,1079.699951,7.909524441,0.002199805,-0.005799805,24.65757942,2,21,1
450.6939087,864.0999756,8.429326057,0.003077518,0.000197635,3.903939247,7,41,0
292.6174927,1054.800049,8.28382206,0.001310854,0.00483058,38.28451157,24,41,1
90.13877869,552.5,11.73875237,0.000137785,-2.22E-05,1.999224782,1,21,0
400.7804871,810.5999756,7.646732807,0.005046432,0.006486568,16.62091827,24,41,0
90.13877869,1423.699951,15.54354477,-0.005239691,0.005480427,9.411717415,24,21,1
50,518.4000244,7.687946796,0.008301271,-0.013618896,15.98477554,24,21,1
838.15271,608.2999878,14.45759487,-0.003750266,0.001689871,1.977782965,2,41,0
0,664.7000122,6.881100655,0.012877916,-0.003922182,17.79411888,1,41,1
251.2468872,674.2000122,11.94602394,0.000324253,4.23E-06,3.016234398,1,21,0
223.6067963,758.2999878,10.19542503,0.000436358,-4.36E-05,10.57589054,1,21,0
176.7767029,509.8999939,7.442158699,0.004155132,-0.007844819,20.11644554,24,31,1
265.7536316,518,6.49400568,0.000561872,0.006481891,25.29847717,2,41,1
0,1442.300049,10.28321362,-0.001196158,0.005523764,28.12146568,11,41,1
25,496.1000061,13.89745235,-0.000192534,-3.26E-05,1.649220467,1,11,0
25,1267.199951,9.295265198,-0.00357807,-0.000217719,6.550361633,1,11,0
50,449.1000061,12.71125793,-1.22E-08,-1.22E-08,0.324117839,9,21,0
25,1337.800049,10.51051617,0.001165162,0.000684889,12.48390675,1,21,1
55.90169907,580,7.361596107,0.006766074,-0.013233926,11.22732258,1,15,1
335.4101868,565.5,7.954265594,-0.000831117,-0.000831117,12.3791275,24,41,0
195.2562408,430.5,15.21988106,0,0,0.334105551,9,21,0
50,477.6000061,9.812602997,-0.001349815,-0.004709825,9.7104702,9,21,1
90.13877869,748.9000244,12.33994579,0.000150353,0.000310118,1.878756642,1,21,0
0,1365.699951,7.101754189,0.009792582,-0.002047066,27.23960876,24,41,1
477.6243286,1489.5,8.624322891,0.005409856,-0.003070222,29.31531715,1,41,0
0,1235.800049,11.03812122,0.00042339,0.000742922,17.82519531,24,15,1
357.9455261,573.9000244,6.876308918,0.00248592,-0.000554216,17.87416267,1,41,1
79.05693817,661.2000122,9.077033997,0.000576056,-0.005824041,15.94246674,24,41,1
70.7106781,401,7.507708549,0.008977631,-0.01342237,18.93372345,24,11,1
100,751.5,8.355648994,0.004378738,-0.00810134,23.78602982,24,41,1
707.1068115,1724.599976,8.905069351,0.001011332,-0.000908395,22.98054886,24,41,0
35.35533905,569.2000122,8.86015892,-0.003467381,0.00069258,23.91985703,24,31,1
494.974762,1381.699951,8.362021446,0.004467336,-0.001932469,4.174803734,2,41,0
25,1516.400024,7.149089336,0.000831754,-0.005248324,26.1512146,1,41,1
55.90169907,1148.5,8.693615913,0.004097893,-0.005822029,17.45099831,24,21,1
25,803.5999756,7.916227818,0.006481768,-0.007118037,24.51226616,1,41,1
25,443.7999878,7.528868198,-0.000675718,0.017724379,18.56472588,1,31,1
55.90169907,752.7000122,8.218952179,-1.35E-05,-0.001933542,9.56120491,24,21,1
200,1549.800049,10.48975182,-0.002723021,0.003676589,9.86401844,1,21,0
25,579.7999878,10.76241684,0.002664915,0.002504954,11.95929432,9,41,1
347.3110962,583.4000244,11.32299614,-0.000514396,0.000125448,7.321112633,1,21,0
270.4163513,1099.400024,7.811905384,0.001861696,-0.002618382,7.211348534,1,21,0
357.9455261,1166,12.81578827,-0.000668993,-0.000509032,3.78983283,2,21,0
2192.743652,2138,8.303753853,0.002717324,0.004317324,24.90256119,7,51,0
176.7767029,509.8999939,7.442158699,0.004155132,-0.007844819,20.11644554,24,31,1
79.05693817,695.2999878,8.28260994,2.28E-05,0.005782964,17.5420208,24,15,1
175,664,14.07697487,5.54E-06,0.000165498,0.634122193,1,21,0
0,536.2000122,10.6046381,-0.000535899,-0.001176036,2.662489653,1,21,0
0,1348.599976,11.13554573,-0.003616026,-0.000895909,13.82695293,1,41,1
70.7106781,1375.900024,11.51472282,-0.001309577,0.002050189,17.325243,24,41,0
127.4754868,993.9000244,9.266163826,-0.008400304,0.003599599,22.47781372,1,11,1
79.05693817,400.2000122,8.618104935,0.000597328,0.00075724,3.233913898,9,41,0
35.35533905,1041.800049,11.60496807,-0.000890135,0.001029592,1.30625093,1,62,0
1325,1465,8.708405495,0.003439987,0.001199948,2.955204725,2,41,0
111.8033981,874.4000244,9.165145874,0.000640092,-0.000160103,1.87265718,1,41,0
79.05693817,437.5,20.91717911,0,0,0,9,21,0
0,1142,6.380847931,0.022572036,-0.014868003,27.89205551,1,41,0
0,701.0999756,6.02660799,0.006723696,-0.013756187,37.02728271,11,41,1
190.3943329,474.2999878,15.03093529,4.92E-05,0.00036925,2.430738449,1,21,0
1007.782227,1854.5,9.556194305,-0.003141158,0.009178764,25.94304466,11,21,0
50,430.5,7.824392319,-0.004177137,0.007182873,14.03198814,24,15,1
577.1697998,1526.800049,9.243747711,-0.001507377,0.00121235,25.80788612,1,41,1
492.4429016,497,13.1908226,-0.001924706,-4.69E-06,3.673506975,24,41,0
25,1267.5,11.74181843,-0.000489319,-9.05E-06,9.870757103,24,11,1
55.90169907,1124.599976,11.65700531,-0.01377575,0.00718421,27.45228386,11,21,1
55.90169907,1386.300049,12.95263958,-0.008555226,0.003124462,14.92935848,1,15,1
0,1231.099976,13.35883522,-0.002678595,0.002921601,11.59899521,24,21,1
176.7767029,1131.400024,9.666818619,0.004610475,-0.003069603,27.23692322,2,21,0
313.249115,1411.699951,7.076608181,0.006515285,-0.007724363,14.7863245,7,31,1
3085.551025,2204.5,7.787342548,0.003918234,-0.002961844,7.388715267,2,51,0
25,1083.599976,10.19359589,-0.000194552,0.006205643,19.3268795,1,41,1
302.0761414,645,10.90284443,-0.000162337,-0.000162337,3.292018175,1,21,0
416.0829163,1714.5,10.88009357,-0.001288926,-0.00352877,26.84197235,11,31,0
25,446.7999878,9.770381927,-0.000259972,0.000220106,2.044598103,9,21,0
0,507.2000122,6.511303425,0.000596055,-0.008524062,24.91767883,24,41,1
213.6000977,1336.599976,10.25180817,0.002595185,-0.002204619,19.44036293,2,41,0
0,1183.400024,6.342729568,0.009467312,-0.001412962,28.80467606,1,41,1
25,670.0999756,8.644392014,-0.008644364,0.010555733,33.4425087,2,15,1
25,440.5,7.363097191,0.006203967,-0.011076013,11.21090794,9,15,1
237.1708221,501,7.222040653,0.007178735,-0.020821314,53.86157608,2,41,0
152.0690613,772.2999878,11.12087345,0.00061718,-0.001942781,9.968330383,1,21,0
0,674.5,8.743800163,-0.002207969,0.003872012,16.64519691,11,41,1
471.6990662,1142.900024,9.218128204,-0.000675457,0.002364386,17.22790146,2,21,0
381.608429,498.8999939,10.08408737,-0.000192867,0.000287163,16.01140213,24,21,0
325,434.7999878,14.79079533,0,4.88E-08,0.202555493,9,21,0
350.8917236,1574.699951,6.645527363,0.000889729,-0.020229802,22.10737419,7,41,1
25,682.5,8.733058929,0.000473907,-0.000966034,16.81485939,24,15,1
316.2277527,1299.599976,10.78269768,-0.002516834,0.003563244,5.924988747,2,41,0
25,871.5,9.380074501,-0.00165731,-0.001977329,30.12207794,1,41,1
213.6000977,1009.099976,6.369290829,0.002021877,-0.008857908,28.16673088,7,41,0
125,1158.099976,10.79871082,-0.015758256,0.018001704,32.02860641,1,41,0
25,636.5,9.282214165,-0.000391272,-7.13E-05,22.15477753,24,41,1
25,641.7999878,10.24417591,-0.003359649,-0.016479571,27.07840538,24,41,1
0,1137.699951,7.532055855,0.007496668,-0.00018302,33.80508041,24,51,1
25,543.5,10.44387531,-0.002928257,0.005551723,15.2731638,24,15,1
150,1065.599976,9.720082283,8.23E-05,0.001202372,16.71683311,1,21,0
1491.643433,2083.399902,8.172257423,0.00256323,0.002563621,27.90034103,11,21,0
515.3881836,1195,7.851697445,0.000179156,0.001778961,36.11352158,11,41,0
25,1036.599976,5.955676079,0.012417431,0.003137548,38.99879837,2,21,1
206.1552887,776.0999756,6.688110828,0.00655246,-0.013447345,21.26962662,24,41,1
0,1084.900024,11.19566536,-0.004434161,0.004845526,23.2284832,7,21,1
25,443,8.462924004,0.00433425,0.011534251,27.82969666,11,41,1
0,480.5,8.703440666,0.001157565,-0.001882426,5.923902035,1,15,1
25,715,7.970002651,0.00027756,-0.00212244,23.36974907,24,11,1
450,798.2999878,8.737974167,0.0004932,-0.000146643,2.869250536,24,21,0
158.1138763,1339.400024,7.133841038,-0.001696328,-0.004736562,13.99703979,36,41,1
25,771.2000122,13.62076569,-0.000205894,-4.59E-05,1.261594415,1,21,0
25,583.5999756,8.801059723,-0.001088083,0.000512112,25.19970322,36,41,1
25,855.2000122,9.560041428,0.003875628,-0.000764411,14.80716991,1,41,1
25,872.2000122,9.930628777,0.000204882,0.000364745,1.742065668,1,21,0
350,488.8999939,7.639038563,0.003228454,-0.007811487,8.553622246,11,41,1
1099.147339,1996,7.357911587,-5.47E-05,0.000905291,21.72570992,2,21,0
25,591.2000122,9.040927887,0.000999009,-0.000761147,2.120128155,1,21,0
50,598.4000244,8.205088615,0.000964033,0.000483857,4.880996227,1,21,0
0,952.9000244,10.51666164,0.001160059,0.00147998,11.48155403,1,41,1
25,486.5,11.11143589,0.000677625,0.000197645,2.673220634,24,11,0
0,811.9000244,7.830294132,0.006851274,-0.00210898,26.42290688,1,41,1
55.90169907,449.2000122,7.885560989,0.003587324,-0.003452715,6.704116344,9,15,1
79.05693817,540,7.417841911,0.010337409,-0.011262493,20.57057762,1,11,1
152.0690613,1235.800049,7.135558128,0.033746781,-0.01057353,13.97397137,1,41,1
223.6067963,510,9.124299049,0.000472857,-0.001127191,1.950675011,1,21,0
986.1541748,1373.300049,9.02238369,0.000783688,-0.000496781,8.57850647,2,41,0
50,414.6000061,10.15283394,0.001000563,-0.000599437,2.788575888,24,15,0
35.35533905,774.4000244,9.16744709,0.000360059,-0.002200098,3.732748985,1,31,0
125,959.2999878,10.37523174,0.001165546,0.001005585,15.26808739,1,41,0
201.5564423,1190.800049,8.018816948,-0.001304105,0.002535738,11.62701893,2,41,0
50,400.1000061,11.26813316,-0.000930423,0.002429489,5.018884182,9,31,1
0,1412.099976,8.488106728,0.005142092,-0.001097753,27.23825836,2,21,0
70.7106781,664.0999756,6.934602261,0.005685748,-0.006474115,16.9214077,24,41,1
125,589.7000122,8.966542244,-0.000322799,-0.003362935,32.54059601,7,31,1
55.90169907,548.5,6.547605038,0.008929213,-0.004030749,41.86048126,24,31,1
400.7804871,668.7000122,10.15619087,0.001290318,0.002250279,5.545475006,9,21,0
70.7106781,544.7999878,10.71401882,0.000345526,0.000665643,3.181189775,1,21,0
55.90169907,701.9000244,12.05797386,9.89E-05,0.000258727,3.318469286,1,11,0
125,654.7999878,10.71927166,-0.00088205,0.000718048,12.4704113,24,21,0
443.0011292,1203.400024,10.37121677,0.006886221,-0.004474131,31.25228882,1,41,0
302.0761414,1093.5,11.04614067,0.000797683,0.002557644,12.36914158,11,41,0
35.35533905,1025.199951,6.90512228,0.002117385,0.0008376,32.07417679,1,41,1
79.05693817,1202.099976,14.15883446,-0.001204942,-8.48E-05,5.82292366,2,21,0
195.2562408,1055.300049,10.12428093,0.00011025,-5.01E-05,21.84853172,7,21,1
0,691.5,12.725214,-0.000688437,-0.004048496,12.2742691,1,41,1
125,687.2000122,10.10701656,0.000220322,-0.001539834,0.730365872,24,21,0
50,653.0999756,14.72134686,-0.000983064,0.001897112,2.589244843,1,21,0
0,1341.599976,11.01451969,-0.000401023,0.001839211,12.75370407,1,11,1
254.9509735,1482.599976,8.051823616,0.002864125,0.000944203,21.71064568,2,41,0
25,652.5,11.78515053,-0.003458363,0.002461656,16.44455719,1,21,1
25,696.2999878,6.766500473,0.003132672,-0.002627191,19.79499245,24,15,1
35.35533905,1040.800049,10.6010046,8.25E-06,-0.001112063,5.332763672,1,21,0
25,492.2000122,10.4979248,1.84E-05,0.000178314,2.961821556,1,21,0
223.6067963,431.2999878,11.83769703,0.000378772,-0.00010116,1.552436471,9,21,0
106.0660172,486.8999939,6.894844055,0.007634387,-0.004205604,17.56626701,24,41,1
515.3881836,832.9000244,8.856805801,-0.008872808,0.006007075,44.39519882,2,41,1
90.13877869,1081.400024,13.18934536,0.000786362,-0.000653677,13.54039478,1,41,0
309.2329102,1611.400024,10.35844707,-0.00040235,0.000397455,11.21508503,1,41,0
